> SIRV101
  54:1029|ffe8064b-1498-4cc4-a85a-8fedd1760523_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=109152_ch=435_start_time=2019-04-13T17:47:58Z_strand=-_strand=+ 35 36 193
  1716:3428|42254beb-bf6a-4b80-9b28-57dc01a9d783_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=29450_ch=347_start_time=2019-04-12T23:07:20Z_strand=+_strand=+_rescue=1 9 347 204
  1716:3428|42254beb-bf6a-4b80-9b28-57dc01a9d783_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=29450_ch=347_start_time=2019-04-12T23:07:20Z_strand=+_strand=+_rescue=1 224 561 95
  1716:3428|42254beb-bf6a-4b80-9b28-57dc01a9d783_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=29450_ch=347_start_time=2019-04-12T23:07:20Z_strand=+_strand=+_rescue=1 376 663 1287
> SIRV205
> SIRV204
  55:754|b3892b98-5492-4d48-b288-1fc2aa6e87ef_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=101874_ch=173_start_time=2019-04-13T14:35:51Z_strand=-_strand=+ 429 461 46
  56:751|3f13c64f-ce23-4d2d-bb6d-b5eae9ed8790_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=28254_ch=61_start_time=2019-04-12T22:09:17Z_strand=-_strand=+_rescue=1 228 20 167
  56:751|3f13c64f-ce23-4d2d-bb6d-b5eae9ed8790_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=28254_ch=61_start_time=2019-04-12T22:09:17Z_strand=-_strand=+_rescue=1 418 449 86
  56:751|3f13c64f-ce23-4d2d-bb6d-b5eae9ed8790_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=28254_ch=61_start_time=2019-04-12T22:09:17Z_strand=-_strand=+_rescue=1 568 595 113
  93:822|8554c96d-344f-4ea2-b436-81ba881f2244_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=36286_ch=288_start_time=2019-04-13T03:42:26Z_strand=+_strand=+ 258 21 138
  93:822|8554c96d-344f-4ea2-b436-81ba881f2244_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=36286_ch=288_start_time=2019-04-13T03:42:26Z_strand=+_strand=+ 448 445 265
  55:2093|e7067f11-4618-4f79-b1aa-28048228e550_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=33138_ch=395_start_time=2019-04-12T23:23:55Z_strand=-_strand=+ 194 1 180
  55:2093|e7067f11-4618-4f79-b1aa-28048228e550_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=33138_ch=395_start_time=2019-04-12T23:23:55Z_strand=-_strand=+ 385 440 265
  1716:3428|42254beb-bf6a-4b80-9b28-57dc01a9d783_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=29450_ch=347_start_time=2019-04-12T23:07:20Z_strand=+_strand=+_rescue=1 42 434 171
  1716:3428|42254beb-bf6a-4b80-9b28-57dc01a9d783_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=29450_ch=347_start_time=2019-04-12T23:07:20Z_strand=+_strand=+_rescue=1 224 614 95
> SIRV203
  55:754|b3892b98-5492-4d48-b288-1fc2aa6e87ef_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=101874_ch=173_start_time=2019-04-13T14:35:51Z_strand=-_strand=+ 18 20 248
  55:754|b3892b98-5492-4d48-b288-1fc2aa6e87ef_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=101874_ch=173_start_time=2019-04-13T14:35:51Z_strand=-_strand=+ 429 429 46
  56:751|3f13c64f-ce23-4d2d-bb6d-b5eae9ed8790_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=28254_ch=61_start_time=2019-04-12T22:09:17Z_strand=-_strand=+_rescue=1 12 14 149
  56:751|3f13c64f-ce23-4d2d-bb6d-b5eae9ed8790_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=28254_ch=61_start_time=2019-04-12T22:09:17Z_strand=-_strand=+_rescue=1 192 198 203
  56:751|3f13c64f-ce23-4d2d-bb6d-b5eae9ed8790_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=28254_ch=61_start_time=2019-04-12T22:09:17Z_strand=-_strand=+_rescue=1 418 417 86
  56:751|3f13c64f-ce23-4d2d-bb6d-b5eae9ed8790_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=28254_ch=61_start_time=2019-04-12T22:09:17Z_strand=-_strand=+_rescue=1 568 563 113
  93:822|8554c96d-344f-4ea2-b436-81ba881f2244_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=36286_ch=288_start_time=2019-04-13T03:42:26Z_strand=+_strand=+ 68 54 143
  93:822|8554c96d-344f-4ea2-b436-81ba881f2244_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=36286_ch=288_start_time=2019-04-13T03:42:26Z_strand=+_strand=+ 258 233 455
  55:2093|e7067f11-4618-4f79-b1aa-28048228e550_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=33138_ch=395_start_time=2019-04-12T23:23:55Z_strand=-_strand=+ 15 0 74
  55:2093|e7067f11-4618-4f79-b1aa-28048228e550_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=33138_ch=395_start_time=2019-04-12T23:23:55Z_strand=-_strand=+ 127 148 523
  1716:3428|42254beb-bf6a-4b80-9b28-57dc01a9d783_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=29450_ch=347_start_time=2019-04-12T23:07:20Z_strand=+_strand=+_rescue=1 9 368 204
  1716:3428|42254beb-bf6a-4b80-9b28-57dc01a9d783_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=29450_ch=347_start_time=2019-04-12T23:07:20Z_strand=+_strand=+_rescue=1 224 582 65
> SIRV206
  106:512|71f8536d-89e1-406c-838b-d94040759a51_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=20068_ch=262_start_time=2019-04-12T20:00:26Z_strand=+_strand=+ 0 1 338
  59:476|93df1dd0-2013-4769-be07-24fda8a021f9_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=5702_ch=382_start_time=2019-04-12T16:56:11Z_strand=-_strand=+ 25 24 366
> SIRV308
  111:581|be04c619-55ba-4e9a-a72f-09543eea3881_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=29154_ch=290_start_time=2019-04-12T22:08:21Z_strand=+_strand=+ 0 0 406
  53:532|8877c140-9914-4871-991e-baec0a6d9271_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=73684_ch=286_start_time=2019-04-13T10:37:22Z_strand=-_strand=+ 4 6 397
> SIRV306
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 386 217 56
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 482 309 70
  57:1854|d87f294f-d3fb-4c3c-ad8b-a152a0c80e2c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=48503_ch=106_start_time=2019-04-13T02:36:02Z_strand=-_strand=+ 40 136 300
  57:1854|d87f294f-d3fb-4c3c-ad8b-a152a0c80e2c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=48503_ch=106_start_time=2019-04-13T02:36:02Z_strand=-_strand=+ 388 484 824
  57:1854|d87f294f-d3fb-4c3c-ad8b-a152a0c80e2c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=48503_ch=106_start_time=2019-04-13T02:36:02Z_strand=-_strand=+ 1325 1439 345
> SIRV301
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 267 221 75
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 386 351 56
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 482 443 70
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 589 2298 92
  57:1854|d87f294f-d3fb-4c3c-ad8b-a152a0c80e2c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=48503_ch=106_start_time=2019-04-13T02:36:02Z_strand=-_strand=+ 40 270 300
  57:1854|d87f294f-d3fb-4c3c-ad8b-a152a0c80e2c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=48503_ch=106_start_time=2019-04-13T02:36:02Z_strand=-_strand=+ 388 618 824
  57:1854|d87f294f-d3fb-4c3c-ad8b-a152a0c80e2c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=48503_ch=106_start_time=2019-04-13T02:36:02Z_strand=-_strand=+ 1325 1573 345
> SIRV302
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 386 121 56
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 482 213 70
  57:1854|d87f294f-d3fb-4c3c-ad8b-a152a0c80e2c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=48503_ch=106_start_time=2019-04-13T02:36:02Z_strand=-_strand=+ 13 13 327
  57:1854|d87f294f-d3fb-4c3c-ad8b-a152a0c80e2c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=48503_ch=106_start_time=2019-04-13T02:36:02Z_strand=-_strand=+ 388 388 824
  57:1854|d87f294f-d3fb-4c3c-ad8b-a152a0c80e2c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=48503_ch=106_start_time=2019-04-13T02:36:02Z_strand=-_strand=+ 1325 1343 345
> SIRV303
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 267 202 75
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 386 332 56
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 482 424 70
  57:1854|d87f294f-d3fb-4c3c-ad8b-a152a0c80e2c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=48503_ch=106_start_time=2019-04-13T02:36:02Z_strand=-_strand=+ 40 251 300
  57:1854|d87f294f-d3fb-4c3c-ad8b-a152a0c80e2c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=48503_ch=106_start_time=2019-04-13T02:36:02Z_strand=-_strand=+ 388 599 824
  57:1854|d87f294f-d3fb-4c3c-ad8b-a152a0c80e2c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=48503_ch=106_start_time=2019-04-13T02:36:02Z_strand=-_strand=+ 1325 1554 345
> SIRV304
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 267 279 75
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 386 409 56
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 482 501 70
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 589 916 92
  57:1854|d87f294f-d3fb-4c3c-ad8b-a152a0c80e2c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=48503_ch=106_start_time=2019-04-13T02:36:02Z_strand=-_strand=+ 40 328 265
> SIRV307
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 76 84 45
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 267 273 75
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 386 398 56
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 482 490 70
  102:851|3038ec93-956b-4c22-b70c-853c7e5491a7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42830_ch=356_start_time=2019-04-13T01:15:43Z_strand=+_strand=+ 589 610 92
  57:1854|d87f294f-d3fb-4c3c-ad8b-a152a0c80e2c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=48503_ch=106_start_time=2019-04-13T02:36:02Z_strand=-_strand=+ 40 317 265
> SIRV305
  57:1854|d87f294f-d3fb-4c3c-ad8b-a152a0c80e2c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=48503_ch=106_start_time=2019-04-13T02:36:02Z_strand=-_strand=+ 574 313 110
> SIRV311
> SIRV310
  58:632|f9cb90cb-69ca-4553-b405-87ddc1bfd085_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=51196_ch=193_start_time=2019-04-13T09:53:35Z_strand=-_strand=+ 96 106 427
  56:842|9d29a5f2-3704-4d73-bcf2-8a3f3d8b66ce_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=52854_ch=86_start_time=2019-04-12T23:25:25Z_strand=-_strand=+ 45 14 187
  56:842|9d29a5f2-3704-4d73-bcf2-8a3f3d8b66ce_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=52854_ch=86_start_time=2019-04-12T23:25:25Z_strand=-_strand=+ 525 296 246
  60:859|ab97f79c-5286-4aa2-bd45-b428c8a6bc49_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=7372_ch=96_start_time=2019-04-12T17:16:45Z_strand=-_strand=+ 34 6 226
  60:859|ab97f79c-5286-4aa2-bd45-b428c8a6bc49_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=7372_ch=96_start_time=2019-04-12T17:16:45Z_strand=-_strand=+ 511 272 96
  60:859|ab97f79c-5286-4aa2-bd45-b428c8a6bc49_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=7372_ch=96_start_time=2019-04-12T17:16:45Z_strand=-_strand=+ 629 382 154
  58:848|755dd113-a792-42b7-94ab-f7b40bd3d106_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=8911_ch=385_start_time=2019-04-12T17:28:35Z_strand=-_strand=+ 33 10 124
  58:848|755dd113-a792-42b7-94ab-f7b40bd3d106_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=8911_ch=385_start_time=2019-04-12T17:28:35Z_strand=-_strand=+ 182 152 81
  58:848|755dd113-a792-42b7-94ab-f7b40bd3d106_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=8911_ch=385_start_time=2019-04-12T17:28:35Z_strand=-_strand=+ 538 307 237
  114:716|6cba1870-458e-4a29-bcb4-dbf262726087_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=40151_ch=70_start_time=2019-04-13T01:35:03Z_strand=+_strand=+ 11 9 561
  106:901|1a7a4c69-7825-4108-84f5-bbb47d802119_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=15090_ch=300_start_time=2019-04-12T18:58:37Z_strand=+_strand=+ 66 33 199
  106:901|1a7a4c69-7825-4108-84f5-bbb47d802119_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=15090_ch=300_start_time=2019-04-12T18:58:37Z_strand=+_strand=+ 506 272 64
  106:901|1a7a4c69-7825-4108-84f5-bbb47d802119_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=15090_ch=300_start_time=2019-04-12T18:58:37Z_strand=+_strand=+ 593 357 187
  107:895|983244b4-c5ed-47bf-8811-b01692727891_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=44563_ch=257_start_time=2019-04-13T01:56:17Z_strand=+_strand=+ 30 4 103
  107:895|983244b4-c5ed-47bf-8811-b01692727891_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=44563_ch=257_start_time=2019-04-13T01:56:17Z_strand=+_strand=+ 489 272 265
> SIRV309
  58:632|f9cb90cb-69ca-4553-b405-87ddc1bfd085_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=51196_ch=193_start_time=2019-04-13T09:53:35Z_strand=-_strand=+ 96 135 114
  58:632|f9cb90cb-69ca-4553-b405-87ddc1bfd085_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=51196_ch=193_start_time=2019-04-13T09:53:35Z_strand=-_strand=+ 279 539 58
  58:632|f9cb90cb-69ca-4553-b405-87ddc1bfd085_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=51196_ch=193_start_time=2019-04-13T09:53:35Z_strand=-_strand=+ 376 643 140
  56:842|9d29a5f2-3704-4d73-bcf2-8a3f3d8b66ce_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=52854_ch=86_start_time=2019-04-12T23:25:25Z_strand=-_strand=+ 20 20 212
  56:842|9d29a5f2-3704-4d73-bcf2-8a3f3d8b66ce_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=52854_ch=86_start_time=2019-04-12T23:25:25Z_strand=-_strand=+ 297 297 474
  60:859|ab97f79c-5286-4aa2-bd45-b428c8a6bc49_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=7372_ch=96_start_time=2019-04-12T17:16:45Z_strand=-_strand=+ 0 1 276
  60:859|ab97f79c-5286-4aa2-bd45-b428c8a6bc49_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=7372_ch=96_start_time=2019-04-12T17:16:45Z_strand=-_strand=+ 312 309 471
  58:848|755dd113-a792-42b7-94ab-f7b40bd3d106_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=8911_ch=385_start_time=2019-04-12T17:28:35Z_strand=-_strand=+ 33 39 124
  58:848|755dd113-a792-42b7-94ab-f7b40bd3d106_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=8911_ch=385_start_time=2019-04-12T17:28:35Z_strand=-_strand=+ 182 181 593
  114:716|6cba1870-458e-4a29-bcb4-dbf262726087_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=40151_ch=70_start_time=2019-04-13T01:35:03Z_strand=+_strand=+ 11 38 227
  114:716|6cba1870-458e-4a29-bcb4-dbf262726087_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=40151_ch=70_start_time=2019-04-13T01:35:03Z_strand=+_strand=+ 276 508 268
  106:901|1a7a4c69-7825-4108-84f5-bbb47d802119_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=15090_ch=300_start_time=2019-04-12T18:58:37Z_strand=+_strand=+ 2 3 434
  106:901|1a7a4c69-7825-4108-84f5-bbb47d802119_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=15090_ch=300_start_time=2019-04-12T18:58:37Z_strand=+_strand=+ 441 445 129
  106:901|1a7a4c69-7825-4108-84f5-bbb47d802119_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=15090_ch=300_start_time=2019-04-12T18:58:37Z_strand=+_strand=+ 579 581 201
  107:895|983244b4-c5ed-47bf-8811-b01692727891_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=44563_ch=257_start_time=2019-04-13T01:56:17Z_strand=+_strand=+ 7 8 126
  107:895|983244b4-c5ed-47bf-8811-b01692727891_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=44563_ch=257_start_time=2019-04-13T01:56:17Z_strand=+_strand=+ 203 215 551
> SIRV409
  109:1057|753536c7-652a-49ee-9af2-597a0185185f_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=54733_ch=350_start_time=2019-04-13T05:25:24Z_strand=+_strand=+ 226 345 179
  109:1057|753536c7-652a-49ee-9af2-597a0185185f_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=54733_ch=350_start_time=2019-04-13T05:25:24Z_strand=+_strand=+ 585 574 344
  108:1053|5887749e-895b-4700-8e71-abd80de8ae8d_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=23122_ch=82_start_time=2019-04-12T21:02:40Z_strand=+_strand=+ 220 345 184
  108:1053|5887749e-895b-4700-8e71-abd80de8ae8d_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=23122_ch=82_start_time=2019-04-12T21:02:40Z_strand=+_strand=+ 562 551 377
  118:1070|36b90a92-f730-40f5-a100-31f6e1f0afe5_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=52704_ch=16_start_time=2019-04-13T03:47:10Z_strand=+_strand=+ 231 360 39
  118:1070|36b90a92-f730-40f5-a100-31f6e1f0afe5_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=52704_ch=16_start_time=2019-04-13T03:47:10Z_strand=+_strand=+ 291 419 96
  118:1070|36b90a92-f730-40f5-a100-31f6e1f0afe5_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=52704_ch=16_start_time=2019-04-13T03:47:10Z_strand=+_strand=+ 691 671 229
  115:1064|6ba348a9-6a9a-443e-911a-0d4349bc4100_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=43808_ch=510_start_time=2019-04-13T02:22:32Z_strand=+_strand=+ 219 345 180
  115:1064|6ba348a9-6a9a-443e-911a-0d4349bc4100_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=43808_ch=510_start_time=2019-04-13T02:22:32Z_strand=+_strand=+ 566 553 308
> SIRV410
